hyperdrive 1 offset 27sec
time_min	reward
3		1000	
5		700
4		890
5		2400
6		2700
8		25
5		1135
6		300
6		300
4		2000
6		2350
4		1455
6		1500
7		0
7		8900
7		0
5		6050
3		0
6		2650
9		0
4		2150
6		4750
6		0
10		1410
6		0
4		2500
6		0
6		6150
6		0
5		4600
6		0
6		2150
8		0
7		8100
6		0
5		4950
7		0
5		4750
7		2650
6		6950
7		0
4		7450
8		0
